,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
5171,0.06,0.035,0.04,0.0,0.0,0.0,0.03,0.003333333333333333,0.03,0.07,0.03333333333333333
5172,0.0,0.0,0.01,0.0,0.021666666666666664,0.02,0.08,0.0,0.05,0.0,0.0
5173,0.01,0.08285714285714287,0.09,0.0,0.03,0.0,0.01,0.01,0.02,0.07,0.0
5174,0.0,0.04,0.06,0.0,0.01,0.0,0.03,0.0,0.02,0.05,0.01
5175,0.0,0.005,0.0175,0.01,0.07666666666666666,0.0,0.04,0.02,0.06,0.04,0.0
5176,0.0,0.03,0.08,0.0,0.09,0.02,0.05,0.01,0.04,0.05,0.01
5177,0.01,0.04,0.035,0.02,0.0,0.0,0.01,0.02,0.09,0.14,0.01
5178,0.01,0.1,0.08,0.0,0.0,0.0,0.15,0.0,0.19,0.02,0.0
5179,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.02,0.04,0.0
5180,0.0,0.05,0.02,0.02,0.01,0.0,0.015,0.0,0.04,0.04,0.01
5181,0.02,0.11833333333333332,0.12333333333333334,0.0,0.08,0.0,0.05333333333333333,0.0,0.05,0.04333333333333334,0.0
5182,0.0,0.0,0.17733333333333337,0.0,0.0,0.0,0.0,0.0,0.38261111111111107,0.03,0.1373181818181818
5183,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.15,0.07,0.0
5184,0.01,0.01,0.28,0.0,0.01,0.0,0.01,0.0,0.05,0.66,0.0
5185,0.0,0.01,0.0275,0.05,0.03,0.05,0.03,0.11,0.05,0.195,0.013333333333333332
5186,0.0,0.035,0.0525,0.0,0.074,0.0,0.025,0.0,0.02333333333333333,0.07,0.0
5187,0.41,0.02,0.0,0.0,0.02,0.0,0.02,0.04,0.01,0.06,0.0
5188,0.0,0.02,0.05,0.0,0.0,0.0,0.07,0.0,0.04,0.03,0.01
5189,0.0,0.2,0.09,0.0,0.09,0.0,0.003333333333333333,0.01,0.19,0.424,0.0
5190,0.01,0.02,0.06666666666666667,0.0,0.01,0.01,0.0,0.01,0.04,0.165,0.0
5191,0.0,0.04,0.105,0.05,0.035,0.01,0.01,0.0,0.07,0.12,0.02333333333333333
5192,0.03,0.12,0.12,0.0,0.02,0.0,0.04,0.01,0.2783333333333334,0.456,0.0
5193,0.04,0.04666666666666666,0.146,0.0,0.05,0.0,0.02,0.06,0.04,0.02,0.02
5194,0.0,0.0,0.3,0.0,0.0,0.0,0.01,0.01,0.01,0.03,0.0
5195,0.26,0.02,0.01,0.0,0.04,0.0,0.0275,0.01,0.06,0.045,0.0
5196,0.01,0.05333333333333333,0.03666666666666667,0.01,0.016666666666666666,0.003333333333333333,0.04,0.01,0.13,0.215,0.0
5197,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.0
5198,0.0,0.03,0.03,0.0,0.0,0.02,0.11333333333333334,0.0,0.06,0.08,0.0
5199,0.0,0.01,0.4841428571428571,0.0,0.0,0.0,0.0,0.01,0.07,0.4608333333333334,0.0125
5200,0.96,0.01,0.053,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01
5201,0.0,0.05,0.02,0.0,0.0,0.07,0.01,0.03,0.02,0.66,0.0
5202,0.02,0.0,0.03,0.0,0.01,0.0,0.016666666666666666,0.01,0.034,0.53,0.01
5203,0.25,0.034,0.03333333333333333,0.0,0.006666666666666666,0.0,0.02,0.03,0.07,0.03,0.02
5204,0.94,0.0,0.01,0.01,0.02,0.0,0.0,0.02,0.0,0.0,0.0
5205,0.05,0.06,0.19966666666666666,0.01,0.0,0.01,0.04,0.03,0.06,0.13,0.05
5206,0.0,0.02,0.11671428571428573,0.0,0.01,0.0,0.05116666666666667,0.0,0.06383333333333333,0.11252380952380951,0.61
5207,0.0,0.02333333333333333,0.06,0.0,0.01,0.01,0.05,0.0,0.11,0.09,0.008
5208,0.05,0.013333333333333332,0.03,0.0,0.015,0.001,0.02333333333333333,0.01,0.06,0.03,0.02
5209,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.01,0.15,0.08,0.0
5210,0.01,0.35666666666666663,0.02,0.0,0.02,0.01,0.02,0.0,0.04,0.05333333333333333,0.01
5211,0.0,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
5212,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.01,0.24,0.03,0.0
5213,0.0,0.02,0.04,0.0,0.0,0.0,0.03,0.01,0.07,0.09,0.0
5214,0.0,0.04,0.045,0.0,0.01,0.0,0.05,0.01,0.13,0.11,0.0
5215,0.03,0.028333333333333332,0.08,0.02,0.06,0.01,0.07,0.04,0.07,0.06,0.02
5216,0.02,0.085,0.05,0.0,0.056666666666666664,0.01,0.005,0.003333333333333333,0.05,0.05,0.03
5217,0.03,0.02,0.0375,0.0,0.0,0.0,0.003333333333333333,0.03,0.04,0.06,0.01
5218,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07083333333333333,0.0,0.0
5219,0.0,0.0,0.005,0.08,0.04,0.0,0.19333333333333336,0.0,0.09,0.08,0.02
5220,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.02,0.023333333333333334,0.04,0.0
5221,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.32,0.165,0.0
5222,0.02,0.0,0.01,0.01,0.01,0.0,0.36,0.0,0.29,0.013333333333333332,0.06
5223,0.01,0.02,0.09,0.01,0.0,0.0,0.05,0.03,0.12,0.07,0.03
5224,0.01,0.0,0.02,0.0,0.0,0.0,0.13,0.0,0.04,0.02,0.0
5225,0.01,0.06833333333333334,0.32483333333333336,0.01,0.02,0.02,0.076,0.0,0.02,0.055,0.015
5226,0.02,0.013999999999999999,0.03,0.01,0.03,0.01,0.0,0.02,0.08,0.06,0.0
5227,0.06,0.02,0.09666666666666666,0.0,0.03,0.01,0.06,0.03,0.10300000000000001,0.13166666666666668,0.01
5228,0.0,0.05,0.02,0.0,0.0,0.0,0.05,0.02,0.05,0.02,0.0
5229,0.0,0.066,0.04,0.0,0.0,0.0,0.09,0.0,0.07,0.06,0.0
5230,0.0,0.01,0.21,0.0,0.0,0.0,0.04,0.0,0.03,0.03,0.0
5231,0.0,0.023333333333333334,0.044000000000000004,0.0,0.035,0.01,0.04,0.0,0.15,0.02,0.0
5232,0.0,0.01,0.01,0.0,0.0,0.02,0.13,0.0,0.09,0.07,0.01
5233,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.06,0.08,0.09,0.0
5234,0.03,0.1225,0.10666666666666666,0.03,0.05,0.0,0.05,0.03,0.095,0.20833333333333337,0.03333333333333333
5235,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.03,0.43,0.0
5236,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
5237,0.07,0.01,0.09,0.01,0.02,0.0,0.05,0.02,0.13,0.08,0.01
5238,0.02,0.00875,0.03,0.0,0.0,0.01,0.06666666666666667,0.01,0.32,0.07,0.0
5239,0.04,0.03,0.07,0.01,0.025,0.0,0.04,0.02,0.03,0.056666666666666664,0.02
5240,0.0,0.02,0.06,0.01,0.013999999999999999,0.0,0.02,0.0,0.04,0.15,0.0
5241,0.0,0.0,0.05,0.0,0.06,0.0,0.04,0.0,0.03,0.08,0.0
5242,0.07,0.07,0.04333333333333333,0.0,0.01,0.05,0.01,0.0,0.1,0.094,0.0225
5243,0.0,0.0,0.0,0.0,0.01,0.01,0.07,0.0,0.08,0.03,0.0
5244,0.0,0.01,0.04,0.0,0.02,0.0,0.12,0.0,0.07,0.06,0.0
5245,0.03,0.0,0.04,0.0,0.01,0.015,0.045,0.0,0.03833333333333334,0.08,0.03
5246,0.0,0.01,0.06333333333333332,0.0,0.025,0.0,0.026666666666666665,0.02,0.02,0.06666666666666667,0.01
5247,0.01,0.06,0.07,0.03,0.01,0.01,0.215,0.0,0.42333333333333334,0.03,0.0
5248,0.03,0.055,0.04,0.0,0.01,0.01,0.02,0.01,0.04333333333333333,0.05,0.02
5249,0.08,0.065,0.1325,0.01,0.04,0.01,0.0,0.01,0.09333333333333332,0.08,0.02
5250,0.79,0.02,0.01,0.03,0.0,0.0,0.005,0.0,0.0,0.02,0.005
5251,0.01,0.02,0.06,0.0,0.02,0.0,0.03,0.0,0.04,0.05,0.0
5252,0.01,0.02,0.22,0.0,0.03,0.0,0.03,0.01,0.03,0.1125,0.0
5253,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.0
5254,0.0,0.01,0.035,0.01,0.0,0.03,0.03,0.0,0.01,0.04,0.0
5255,0.01,0.01,0.02,0.01,0.01,0.02,0.016666666666666666,0.0,0.07,0.18,0.0
5256,0.01,0.03666666666666667,0.15,0.01,0.016666666666666666,0.02,0.08,0.0,0.08233333333333334,0.08,0.016666666666666666
5257,0.01,0.05999999999999999,0.05,0.0,0.016666666666666666,0.0,0.0425,0.016666666666666666,0.02,0.09033333333333333,0.0
5258,0.0,0.01,0.01,0.0,0.02,0.0,0.18,0.0,0.22,0.03,0.0
5259,0.02,0.03,0.03,0.02,0.03,0.0,0.05,0.0,0.12333333333333332,0.085,0.013333333333333332
5260,0.0,0.01,0.01,0.0,0.14,0.0,0.02,0.01,0.075,0.02,0.0
5261,0.0,0.0,0.05,0.0,0.02,0.0,0.08,0.0,0.285,0.05,0.0
5262,0.0,0.075,0.03,0.01,0.02,0.01,0.41,0.01,0.07,0.015,0.02
5263,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.25,0.08,0.0
5264,0.02,0.06,0.18916666666666668,0.01,0.05,0.01,0.171,0.01,0.05,0.1758333333333333,0.07283333333333333
5265,0.0,0.02,0.3264285714285714,0.0,0.0,0.0,0.0,0.0,0.05416666666666666,0.19,0.0
5266,0.05,0.01,0.02,0.0,0.0,0.01,0.11,0.0,0.1,0.03,0.0
5267,0.0,0.3927619047619048,0.43866666666666665,0.0,0.01,0.04,0.05,0.0,0.3921666666666666,0.01,0.0
5268,0.0,0.051666666666666666,0.2,0.0,0.035,0.0,0.085,0.01,0.11,0.13333333333333333,0.01
5269,0.0,0.03,0.02,0.0,0.02,0.0,0.03,0.0,0.11,0.07,0.0
5270,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0
5271,0.0,0.08,0.06,0.0,0.0,0.0,0.01,0.01,0.02,0.29,0.0
5272,0.0,0.0,0.01,0.0,0.0,0.0,0.018000000000000002,0.0,0.02,0.0,0.0
5273,0.0,0.06216666666666667,0.01,0.0,0.0,0.0,0.08800000000000001,0.0,0.034166666666666665,0.05,0.0
5274,0.0,0.02,0.03,0.0,0.0,0.0,0.1,0.0,0.19,0.06,0.0
5275,0.0,0.06916666666666667,0.09333333333333332,0.11,0.03,0.0,0.02,0.01,0.04,0.05,0.02
5276,0.0,0.05,0.03,0.01,0.01,0.02,0.10166666666666666,0.02,0.11,0.03,0.0075
5277,0.03,0.040999999999999995,0.06999999999999999,0.01,0.02,0.005,0.06,0.02,0.19,0.1,0.01
5278,0.04,0.04,0.05,0.03,0.006666666666666666,0.0,0.03,0.05,0.06,0.115,0.02
5279,0.0,0.03,0.06,0.01,0.04,0.01,0.02,0.0,0.08,0.06,0.01
5280,0.0,0.0,0.467642857142857,0.0,0.48983333333333334,0.003333333333333333,0.0,0.0125,0.03,0.5301666666666667,0.0
5281,0.08,0.04,0.0925,0.02,0.01,0.01,0.03,0.01,0.08,0.11333333333333333,0.02
5282,0.0,0.01,0.02,0.0,0.0,0.0,0.015,0.0,0.02,0.01,0.0245
5283,0.0,0.02,0.04,0.0,0.04,0.0,0.15,0.0,0.14,0.03,0.0
5284,0.0,0.03,0.003333333333333333,0.69,0.0,0.0,0.01,0.0,0.01,0.02,0.003333333333333333
5285,0.7,0.02,0.045,0.0,0.0,0.0,0.06,0.0,0.02,0.04,0.02
5286,0.93,0.0,0.04,0.0,0.0,0.0125,0.0,0.0,0.0,0.04,0.0
5287,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.03,0.08,0.0
5288,0.01,0.09,0.1,0.0,0.04,0.0,0.03,0.01,0.43,0.5710000000000001,0.0
5289,0.01,0.02,0.01,0.0,0.0,0.0,0.12,0.0,0.2,0.1,0.0
5290,0.0,0.02,0.09,0.01,0.03,0.0,0.08,0.0,0.16833333333333336,0.095,0.02
5291,0.01,0.02333333333333333,0.1477272727272727,0.0,0.04,0.016666666666666666,0.07333333333333333,0.04,0.04,0.265,0.03
5292,0.02,0.05,0.105,0.0,0.03,0.01,0.07,0.02,0.11,0.1875,0.01
5293,0.01,0.04833333333333333,0.085,0.01,0.04,0.02,0.06,0.03,0.14,0.13,0.0
5294,0.0,0.01,0.07,0.0,0.0,0.01,0.04,0.02,0.03,0.13,0.0
5295,0.0,0.17566666666666667,0.28459523809523807,0.02,0.036000000000000004,0.0,0.1575,0.0,0.03,0.12833333333333333,0.0
5296,0.0,0.08,0.0,0.0,0.01,0.0,0.09,0.0,0.36,0.09,0.03
5297,0.0,0.014499999999999999,0.2395,0.0,0.0,0.01,0.0,0.0,0.050666666666666665,0.4608333333333334,0.019107142857142857
5298,0.01,0.04166666666666666,0.22066666666666668,0.0,0.0435,0.0,0.16,0.0,0.0,0.0575,0.0
5299,0.76,0.0,0.055,0.0,0.03,0.01,0.01,0.02,0.02,0.0175,0.01
5300,0.05,0.07,0.13,0.0,0.02,0.0,0.03,0.0,0.05,0.5175,0.0
5301,0.0,0.0,0.04,0.02,0.0,0.01,0.075,0.01,0.13,0.08,0.0
5302,0.0,0.0,0.03,0.0,0.0,0.0,0.07,0.0,0.27,0.33,0.0
5303,0.01,0.04,0.03333333333333333,0.0,0.01,0.71,0.05,0.04,0.01,0.01,0.0
5304,0.0,0.11,0.7766666666666666,0.0,0.0,0.0,0.01,0.0,0.01,0.006666666666666666,0.0
5305,0.9,0.02333333333333333,0.05,0.0,0.01,0.0,0.01,0.01,0.05,0.04,0.0
5306,0.0,0.045,0.07,0.03,0.02,0.0,0.026666666666666665,0.01,0.04,0.17833333333333334,0.0
5307,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.14300000000000002,0.05,0.0
5308,0.0,0.02,0.04,0.0,0.01,0.0,0.04,0.01,0.08,0.03,0.02
5309,0.03,0.1551904761904762,0.32028571428571423,0.0,0.026000000000000002,0.0,0.17666666666666667,0.0,0.03,0.06,0.0
5310,0.0,0.02,0.02,0.09,0.0,0.01,0.02,0.0,0.04333333333333333,0.06,0.0
5311,0.01,0.0,0.08,0.01,0.01,0.02,0.04,0.04,0.06,0.02,0.02333333333333333
5312,0.05,0.0225,0.10333333333333332,0.02,0.04,0.01,0.03,0.02,0.07,0.14,0.03
5313,0.02,0.02666666666666667,0.034,0.03,0.02,0.01,0.02,0.04,0.05,0.12,0.0
5314,0.0,0.01,0.04,0.0,0.01,0.0,0.05,0.0,0.09,0.09,0.0
5315,0.04,0.03,0.095,0.01,0.0,0.0,0.02,0.0,0.025,0.03,0.0
5316,0.0,0.02,0.0125,0.0,0.22375,0.01,0.05,0.0,0.19333333333333333,0.21,0.0
5317,0.01,0.065,0.02,0.03,0.02,0.0,0.02,0.02,0.05,0.10333333333333332,0.05
5318,0.02,0.145,0.12,0.0,0.03,0.0,0.03,0.02,0.1325,0.39,0.01
5319,0.03,0.07,0.145,0.01,0.02,0.01,0.05,0.07,0.0925,0.1,0.02
5320,0.06,0.345,0.08833333333333332,0.02,0.03,0.01,0.025,0.0,0.06,0.12,0.04
5321,0.01,0.02,0.025,0.03,0.01,0.01,0.14,0.09,0.01,0.07,0.0
5322,0.03,0.05066666666666667,0.085,0.06,0.02,0.02,0.1,0.02,0.1,0.05,0.0
5323,0.02,0.04333333333333334,0.12,0.0,0.11,0.02,0.16,0.04,0.19,0.045,0.01
5324,0.0,0.045,0.06,0.0,0.02,0.0,0.025,0.0,0.06,0.05,0.02
5325,0.0,0.07,0.06,0.0,0.0,0.0,0.03,0.0,0.07,0.21,0.0
5326,0.01,0.01,0.02,0.0,0.2,0.0,0.3066666666666667,0.0,0.61,0.01,0.0
5327,0.43,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.016666666666666666,0.01,0.0
5328,0.03,0.145,0.14,0.01,0.02,0.03,0.04,0.01,0.08,0.125,0.0
5329,0.0,0.035,0.11833333333333332,0.0,0.01,0.01,0.05566666666666666,0.0025,0.03,0.06,0.03
5330,0.02,0.024,0.07050000000000001,0.0,0.015,0.0,0.16333333333333333,0.01,0.09483333333333334,0.03,0.0075
5331,0.01,0.04,0.075,0.02,0.034,0.0,0.0,0.01,0.06,0.22,0.01
5332,0.93,0.03,0.06,0.0,0.01,0.0,0.01,0.0,0.02,0.03,0.0
5333,0.0,0.03666666666666667,0.03,0.02,0.0,0.0,0.05,0.04,0.03,0.1,0.0
5334,0.0,0.0,0.013333333333333332,0.43,0.0,0.0,0.0425,0.0,0.0,0.04,0.0
5335,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.11,0.0,0.0
5336,0.0,0.03,0.04,0.0,0.0,0.01,0.01,0.03,0.01,0.02,0.0
5337,0.01,0.065,0.09333333333333332,0.0,0.02,0.0,0.026666666666666665,0.03,0.11,0.22,0.02
5338,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.01
5339,0.0,0.0,0.13,0.0,0.0,0.0,0.18,0.0,0.12,0.07,0.0
5340,0.0,0.02571428571428571,0.03333333333333333,0.0,0.02,0.02,0.03,0.03,0.055,0.03,0.01
5341,0.04,0.044000000000000004,0.026666666666666665,0.0,0.03,0.01,0.06,0.04,0.16666666666666663,0.22,0.01
5342,0.01,0.05,0.03,0.0,0.01,0.02,0.07,0.02,0.06,0.275,0.0
5343,0.98,0.0075,0.005,0.02,0.02,0.0,0.015,0.02,0.0,0.0,0.01
5344,0.01,0.0625,0.092,0.01,0.01,0.024,0.1075,0.035,0.1425,0.16,0.0325
5345,0.02,0.1865,0.27516666666666667,0.02,0.01,0.01,0.036000000000000004,0.02,0.05,0.0475,0.2005
5346,0.0,0.07,0.056666666666666664,0.0,0.0,0.0,0.06,0.0,0.02,0.07,0.0
5347,0.02,0.12,0.17,0.0,0.04,0.0,0.03,0.01,0.08,0.06,0.0
5348,0.0,0.02,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.01
5349,0.0,0.01,0.0,0.0,0.035,0.0,0.01,0.01,0.04,0.04,0.0
5350,0.01,0.18666666666666665,0.14,0.0,0.0,0.0,0.03,0.0,0.04,0.06,0.01
5351,0.01,0.0525,0.035,0.0,0.03,0.0,0.01,0.01,0.04,0.04,0.0
5352,0.0,0.02,0.05,0.18,0.0,0.0,0.06,0.0,0.15,0.03,0.006666666666666666
5353,0.01,0.09,0.051666666666666666,0.03,0.02,0.0,0.08583333333333332,0.06,0.015,0.15,0.02
5354,0.01,0.02,0.03,0.01,0.01,0.0,0.12,0.0,0.12,0.01,0.01
5355,0.05,0.03,0.023333333333333334,0.02,0.013333333333333332,0.01,0.01,0.03,0.02,0.22666666666666668,0.0
5356,0.03,0.10933333333333334,0.43583333333333335,0.0,0.01,0.0,0.04666666666666667,0.01,0.07,0.13,0.02333333333333333
5357,0.0,0.0,0.07,0.0,0.01,0.01,0.09,0.0,0.17,0.26,0.0
5358,0.0,0.0,0.015,0.11,0.0,0.01,0.026666666666666665,0.0,0.09,0.01,0.0325
5359,0.02,0.056666666666666664,0.2295357142857143,0.0,0.0,0.01,0.04,0.01,0.05,0.1025,0.01
5360,0.01,0.04166666666666666,0.22066666666666668,0.0,0.0435,0.0,0.16,0.0,0.0,0.0575,0.0
5361,0.0,0.11,0.095,0.0,0.05,0.0,0.03,0.0,0.05,0.04,0.01
5362,0.0,0.02,0.01,0.0,0.0,0.006666666666666666,0.07,0.01,0.15,0.02,0.01
5363,0.05,0.03,0.04,0.01,0.04,0.0,0.02,0.01,0.105,0.11,0.01
5364,0.0,0.018333333333333333,0.03,0.0,0.07550000000000001,0.0,0.01,0.0,0.03,0.02,0.0
5365,0.0,0.0575,0.01,0.01,0.0125,0.01,0.01,0.0,0.04,0.2,0.0
5366,0.0,0.04,0.07666666666666667,0.01,0.01,0.01,0.05333333333333333,0.04,0.02,0.23399999999999999,0.0
5367,0.02,0.025666666666666664,0.08,0.02,0.0,0.0,0.01,0.01,0.01,0.075,0.01
5368,0.02,0.07,0.1005,0.03,0.04,0.05,0.045,0.02,0.14800000000000002,0.13166666666666665,0.025
5369,0.01,0.14633333333333334,0.319,0.0,0.0,0.005,0.01,0.01,0.01,0.05,0.005
5370,0.0,0.003333333333333333,0.006666666666666666,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.0
5371,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.35333333333333333,0.0,0.0
5372,0.02,0.17,0.2,0.0,0.0,0.0,0.01,0.0,0.11,0.2,0.0
5373,0.01,0.034,0.05,0.02,0.01,0.015,0.0,0.03,0.064,0.07,0.0525
5374,0.01,0.07,0.12499999999999999,0.0,0.04452380952380953,0.02,0.06,0.01,0.0925,0.19,0.0
5375,0.52,0.01,0.015,0.0,0.0,0.0,0.01,0.0,0.02,0.04,0.0
5376,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.045,0.04,0.02
5377,0.85,0.04,0.01,0.01,0.0,0.0,0.01,0.02,0.028333333333333332,0.045,0.01
5378,0.0,0.05142857142857142,0.05,0.0,0.05,0.0,0.035,0.0,0.07,0.16,0.02
5379,0.03,0.042666666666666665,0.11666666666666668,0.01,0.055,0.01,0.07,0.02,0.10916666666666666,0.09,0.013333333333333332
5380,0.41,0.01,0.016666666666666666,0.0,0.01,0.0,0.0,0.0,0.0175,0.02,0.0
5381,0.03,0.04,0.07,0.0,0.0,0.01,0.04,0.0,0.04,0.15666666666666668,0.01
5382,0.0,0.03,0.04,0.02,0.07583333333333334,0.0,0.02,0.01,0.08,0.08,0.01
5383,0.0,0.01,0.35083333333333333,0.0,0.31483333333333335,0.0,0.0,0.0,0.02,0.042,0.0
5384,0.0,0.035,0.01,0.0,0.02,0.0,0.03,0.0,0.14,0.09,0.0
5385,0.0,0.02,0.0,0.01,0.02,0.0,0.06,0.01,0.09,0.04,0.0
5386,0.48,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.0,0.03,0.01
5387,0.03,0.05833333333333333,0.07,0.01,0.04666666666666666,0.0,0.07,0.022857142857142857,0.156,0.16666666666666663,0.01
5388,0.0,0.02,0.0375,0.0,0.0,0.0,0.09,0.0,0.14,0.02,0.0
5389,0.01,0.04,0.04,0.04,0.03,0.04,0.07,0.0,0.18,0.09,0.005
5390,0.0,0.01,0.0,0.0,0.01,0.02,0.03,0.03,0.01,0.01,0.0
5391,0.02,0.02,0.04041666666666666,0.01,0.02,0.0,0.01,0.0,0.04,0.026666666666666665,0.0
5392,0.0,0.02,0.02,0.01,0.0,0.01,0.095,0.0,0.1,0.26,0.0
5393,0.0,0.14,0.24,0.0,0.01,0.0,0.07,0.0,0.03,0.0,0.0
5394,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.015,0.04,0.13,0.02
5395,0.0,0.04,0.0775,0.0,0.03,0.0,0.02,0.01,0.03,0.08,0.0
5396,0.95,0.0,0.09666666666666666,0.02,0.01,0.0,0.02333333333333333,0.02,0.02,0.04666666666666666,0.02
5397,0.02,0.0,0.05,0.0,0.03,0.0,0.09,0.0,0.22,0.06,0.01
5398,0.02,0.05,0.0425,0.02,0.0,0.0,0.05,0.01,0.105,0.16,0.0
5399,0.0,0.05,0.1575,0.0,0.015,0.01,0.07833333333333332,0.04,0.13635714285714287,0.126,0.02
5400,0.0,0.0,0.02,0.0,0.01,0.0,0.03,0.01,0.05,0.09,0.01
5401,0.94,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.03333333333333333,0.0
5402,0.01,0.0,0.03,0.02,0.0,0.02,0.03,0.02,0.04,0.02,0.01
5403,0.01,0.02,0.07666666666666666,0.02,0.03,0.0,0.04833333333333333,0.0,0.16399999999999998,0.2575,0.01
5404,0.09,0.07333333333333333,0.34950000000000003,0.0,0.04,0.02,0.0125,0.02,0.04666666666666666,0.05,0.024
5405,0.0,0.03,0.02,0.0,0.01,0.0,0.07,0.02,0.235,0.14,0.0
5406,0.0,0.095,0.05,0.0,0.01,0.01,0.07,0.0,0.02,0.02,0.0
5407,0.0,0.07400000000000001,0.145,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0
5408,0.0,0.0,0.02,0.0,0.0,0.0,0.34,0.0,0.43,0.02,0.01
5409,0.01,0.13666666666666666,0.1485,0.0,0.01,0.0,0.06,0.01,0.02,0.12833333333333333,0.0
5410,0.0,0.0,0.01,0.01,0.006666666666666666,0.041333333333333326,0.0,0.0,0.01,0.0,0.0
5411,0.0,0.05,0.03,0.0,0.0,0.01,0.03,0.0,0.198,0.25,0.0
5412,0.57,0.051,0.07,0.0,0.02,0.005,0.0,0.0,0.03,0.05,0.02
5413,0.03,0.03333333333333333,0.055,0.01,0.0,0.01,0.07,0.01,0.16599999999999998,0.13,0.0
5414,0.01,0.0,0.02,0.01,0.0,0.0,0.08,0.0,0.15,0.05,0.01
5415,0.0,0.0,0.02,0.01,0.0,0.0,0.17,0.0,0.32,0.06,0.0
5416,0.01,0.1433333333333333,0.25166666666666665,0.01,0.0,0.01,0.01,0.0,0.016666666666666666,0.7656666666666666,0.21833333333333335
5417,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02
5418,0.01,0.028695652173913042,0.057999999999999996,0.0,0.02,0.01,0.115,0.0,0.1,0.09,0.0
5419,0.01,0.4102857142857143,0.02,0.0,0.02,0.02,0.01,0.0,0.03,0.03,0.01
5420,0.03,0.05833333333333334,0.07666666666666666,0.03,0.02,0.0,0.01,0.0,0.01,0.10333333333333333,0.01
5421,0.0,0.0,0.0,0.02,0.02,0.01,0.02,0.02,0.02,0.15,0.0
5422,0.01,0.02,0.06,0.01,0.003333333333333333,0.0,0.02,0.0,0.02,0.04,0.0
5423,0.16,0.0725,0.04,0.0,0.0,0.02,0.03,0.01,0.04,0.15333333333333332,0.06666666666666667
5424,0.05,0.3808333333333333,0.2818333333333333,0.0,0.0,0.0,0.01,0.0,0.05,0.20166666666666663,0.02
5425,0.01,0.0,0.08,0.0,0.03,0.0,0.04,0.01,0.095,0.3733333333333333,0.0
5426,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.16,0.0
5427,0.02,0.03,0.0525,0.0,0.0,0.0,0.03,0.0,0.051666666666666666,0.23,0.02
5428,0.0,0.0,0.655,0.0,0.0,0.01,0.03,0.01,0.035,0.255,0.01
5429,0.0,0.005,0.0,0.08,0.0,0.0,0.01,0.03,0.04,0.09,0.01
5430,0.0,0.05,0.08,0.0,0.01,0.0,0.01,0.0,0.035,0.025,0.0
5431,0.93,0.03666666666666667,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
5432,0.05,0.01,0.045,0.01,0.02,0.0,0.0,0.02,0.01,0.21666666666666665,0.02
5433,0.02,0.03,0.1025,0.0,0.03,0.005,0.03,0.03,0.08,0.14,0.02
5434,0.0,0.05,0.1025,0.01,0.0,0.0,0.06,0.0,0.01,0.08,0.01
5435,0.0,0.02,0.07,0.0,0.06,0.0,0.0675,0.0,0.22,0.07,0.0
5436,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.02,0.86,0.01
5437,0.0,0.0,0.02333333333333333,0.0,0.0,0.02,0.0,0.0,0.02,0.52,0.0
5438,0.0,0.01,0.02,0.0,0.0,0.0,0.25,0.0,0.34,0.12,0.0
